标注说明：,,,,,,,,,,,,,,,
无用：0,,,,,,,,,,,,,,,
正面：1,,,,,,,,,,,,,,,
负面：2,,,,,,,,,,,,,,,
中性：3,,,,,,,,,,,,,,,
正面、负面均为有用评论,,,,,,,,,,,,,,,
分工,序号,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,是否为子评论,父评论ID,爬取时间,来源文件,来源工作表,读取时间,标注,分工.1
蔡欣颖,2373,115683000000.0,西门多情,17858941.0,没有十年脑血栓定不出新国标,2022-06-05 18:46:17,1,否,,2026-01-21 12:13:28,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,1087,244480000000.0,東海烤鱼,383295082.0,这是对车子本身硬件放宽标准了，又不是让你换车。。。你车本来就符合新新国标。,2024-10-15 23:47:06,0,是,244678000000.0,2026-01-21 12:42:09,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,4070,262856000000.0,果小派,230268178.0,深圳交警隐藏式抓人,2025-05-26 23:03:28,116,否,,2026-01-21 12:29:36,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2880,273613000000.0,呀狐虎牙,3265978.0,限制的是电瓶车又不是电摩，买个电摩不就解决了,2025-09-03 16:09:29,0,是,273606000000.0,2026-01-21 13:02:55,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,904,244672000000.0,亦明居士,401688141.0,某些人肯定不着急上下班养家,2024-10-15 20:22:17,3,否,,2026-01-21 12:41:28,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,363,284283000000.0,古mmm,3493130000000000.0,换个控制器不就行了。,2025-12-04 00:25:15,2,否,,2026-01-21 13:07:01,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (5),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,1666,275083000000.0,秋山ゆかり,362073705.0,抛开事实不谈是吧,2025-09-04 21:52:49,1,是,275073000000.0,2026-01-21 12:58:13,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,2202,274733000000.0,五转重生,3546890000000000.0,我有一计，违规的全送毛叠那填线去，这样既能尽孝又可以让这些人‘闭嘴’[doge_金箍],2025-08-31 22:54:07,0,否,,2026-01-21 13:00:16,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,612,273344000000.0,迷离子,32685561.0,之前是叫着自行车的名字，开着摩托车的速度，又不需要驾照没有经过培训，这不就是无证开摩托车上路，交警还管不了。现在只是把自行车和摩托车分清好进行管理,2025-08-31 14:16:19,9,否,,2026-01-21 12:54:50,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,1878,118317000000.0,尤同学很专注,1489304330.0,是滴[呲牙],2022-06-26 14:12:28,0,是,118228000000.0,2026-01-21 12:12:25,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,2899,173286000000.0,阿唔TAT,30266230.0,不结合实际定制的法规就是废物,2023-07-05 10:39:51,0,否,,2026-01-21 12:15:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,2991,273531000000.0,小德12345,355698256.0,该干啥干啥，别想那么多，这种撑死也就个别地方执行，你想要全国执行？那不好意思，大爷大妈会让交警知道什么叫“难”[微笑],2025-09-02 16:38:11,0,否,,2026-01-21 13:03:20,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1152,263699000000.0,夜阑珊o,119216306.0,那工厂是不是得查，租赁是不是得查，源头掐断多好,2025-05-25 07:23:36,1,否,,2026-01-21 12:18:59,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,840,246487000000.0,zhjtz00,1351574309.0,没事 码表不超25就行[doge],2024-11-07 09:53:17,0,否,,2026-01-21 12:35:45,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,1455,244693000000.0,农x夫,649983024.0,我们治安太好了，才有电鸡的发挥空间。,2024-10-16 01:34:29,1,否,,2026-01-21 12:43:15,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,2372,263730000000.0,夜的美会美,60649206.0,你有摩托车驾驶证是不是就没问题了？,2025-05-25 14:29:14,0,否,,2026-01-21 12:23:26,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,3397,273375000000.0,村野赤大脚,78816664.0,仪表盘车速都是假的。,2025-08-31 20:02:48,0,否,,2026-01-21 13:04:54,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,689,284180000000.0,星辰QK,355074912.0,共享电车至少还有个筐[tv_流汗],2025-12-02 23:07:53,0,否,,2026-01-21 13:08:18,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,2026,263779000000.0,查理会想你的_,1422605533.0,一周工作时间也不能超过48小时呢，怎么没人管,2025-05-25 23:50:02,0,否,,2026-01-21 12:22:14,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,2674,263698000000.0,噘嘴鲢子,491122015.0,不顾你的死活，只管你安不安全[doge],2025-05-25 06:45:44,0,否,,2026-01-21 12:24:33,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,227,282703000000.0,千嶂里长烟落日,1522905899.0,都不需要考驾照 买保险 电动自行车可以了  你要是想骑速度快的 你考个DE 很贵么 2000-2500我记得c1 都考下来了  我不知道他们在叫什么 因为电自 本身不用考驾照 可以了好吗[笑哭],2025-12-07 14:23:01,3,是,284636000000.0,2026-01-21 12:46:42,B站评论_BV1MJ2aBXE5B_20260121_124815.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,1231,262759000000.0,SEVENDAY゜,14079283.0,坐桶里放个48V10A的做做样子，脚踏里再装个72V120A的,2025-05-25 20:34:47,1,否,,2026-01-21 12:19:15,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,657,284513000000.0,心降得句初,274967805.0,以前高中上学就骑的限速25的小电驴，过桥的时候上坡速度就比我正常跑步快一点，但是这种小电驴便宜，新国标都是这种车的话有点不食人间烟火了,2025-12-06 11:56:33,0,否,,2026-01-21 12:32:16,B站评论_BV1cZ2YB1Ee3_20260121_123328.xlsx,评论数据,2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,239,282211000000.0,沙雕应天仙,480815172.0,柳州，自己套自己的老国标牌[doge],2025-12-02 12:39:46,0,是,282199000000.0,2026-01-21 13:06:46,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,573,117351000000.0,尤同学很专注,1489304330.0,去吧（⌒▽⌒）,2022-06-18 22:18:15,1,是,117351000000.0,2026-01-21 12:08:55,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,2216,262754000000.0,亮键,100672883.0,不清楚规定吧,2025-05-25 19:33:46,0,是,263754000000.0,2026-01-21 12:22:55,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,736,284400000000.0,牙签插在脚趾缝对墙踢,51593923.0,总感觉这电动车一年一个国标,2025-12-05 09:52:39,0,否,,2026-01-21 12:50:26,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,430,262697000000.0,い藤原妹红ぅ,421655.0,一大把[doge]？ 一个都跑不掉,2025-05-25 05:31:51,2,是,262684000000.0,2026-01-21 12:17:22,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,263,117358000000.0,のTakumi,123435719.0,要我说这些都是虚的，整个电动车驾驶证，所有电动车给个期限，期限内所有人去考驾照，交通知识作为重点，价格不用太贵，流程尽量短，加入交通拍照处罚范围内，分数扣完一定期限不可以上路，重新考试，哪里还那么多违规的,2022-06-18 23:08:15,13,否,,2026-01-21 12:08:18,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,707,244504000000.0,e6n4,522436150.0,正中下怀,2024-10-16 11:50:29,0,是,244668000000.0,2026-01-21 12:40:57,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,65,284622000000.0,Fishintheskys,3546620000000000.0,哎，其实座位可以共享。，想去的时候，在路边拆一个就可以。,2025-12-07 11:44:16,122,否,,2026-01-21 12:29:44,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (13),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,1370,246232000000.0,这不过分吗,5814684.0,现在的电动自行车哪有自行车的样子，就是小踏板，都不说速度了，骑起来和小踏板有区别？法规要求电自加脚踏板，就是意思改回自行车的样子，然后小踏板造型两边加脚踏板？那骑的动？不明摆着应付法规[笑哭],2024-11-07 19:53:59,0,否,,2026-01-21 12:37:48,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,2778,273733000000.0,全IOC,54174295.0,25真的太慢了，路上还有红绿灯要等，有时还要小心不打转向灯的汽车突然转弯，有些地方老头乐又慢又当道，考虑这些后时间根本就不能按照25的速度考虑。,2025-09-04 23:14:35,0,否,,2026-01-21 13:02:29,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,535,284228000000.0,出千大佬,506319442.0,无人在意,2025-12-03 14:05:21,0,否,,2026-01-21 12:44:41,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,134,284179000000.0,物理学家拉灯弗里曼,13782042.0,回复 @科比布菜思牛寺 :不一样不一样,2025-12-02 22:55:31,0,是,284145000000.0,2026-01-21 12:43:34,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,1015,246422000000.0,阳光开朗Captain,112405012.0,就作吧,2024-11-06 13:50:57,0,否,,2026-01-21 12:36:26,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,3138,262813000000.0,hirazimi,161268891.0,可以租，可以买，就是不可以用[doge],2025-05-26 13:41:47,0,否,,2026-01-21 12:26:16,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,315,284419000000.0,吃0瓜,178535748.0,麻袋不容易起火吗！！！！换铁的,2025-12-05 13:38:13,2,否,,2026-01-21 12:46:58,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (6),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,2453,274610000000.0,李剑逸,314497712.0,不超速不超速不超速，每次只接一单送，看谁着急[吃瓜],2025-08-30 20:52:54,0,否,,2026-01-21 13:01:12,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,199,284511000000.0,Ic-any,470510309.0,都坐着公家车出行电动车嘛人家用不上[滑稽],2025-12-06 11:29:55,0,是,282577000000.0,2026-01-21 12:48:34,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,0.0,蔡欣颖
蔡欣颖,1907,273537000000.0,我不玩三国杀OL,532646393.0,热知识没有非机动车道，只有停车场,2025-09-02 17:54:24,0,是,274851000000.0,2026-01-21 12:59:09,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,727,128337000000.0,半山假道人,328988472.0,觉得新国标有问题的，直接买工信部可上牌的电动车就行了。和机动车一样的牌照。保险，路权。规则一模一样，,2022-09-01 12:34:36,0,是,128337000000.0,2026-01-21 12:09:26,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,481,120612000000.0,Bay糖,63996587.0,新国标电动车就是个笑话！跑得慢、耗电快、充电时间长！跑远道和走上坡路还特别费事。,2022-07-13 10:59:49,4,否,,2026-01-21 12:08:45,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,3643,262737000000.0,星火燎原照今生,13659271.0,哥们下回好好大码,2025-05-25 16:16:24,0,否,,2026-01-21 12:28:09,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,9,270171000000.0,西米先参,280534536.0,原来买的带ABS的150踏板，老老实实考驾照上保险，结果市区骑车像做贼一样还经常被抓。现在我觉悟了，就骑电摩套牌电自。不要太爽,2025-07-26 20:39:38,2371,否,,2026-01-21 12:51:57,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (11),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,490,282326000000.0,吗喽回村,243974980.0,葡萄美酒夜光杯，你和坐垫一起飞[笑哭][笑哭][笑哭],2025-12-03 18:00:12,1,否,,2026-01-21 13:07:32,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,383,284243000000.0,十二价的锂离子,333788935.0,笑🤣,2025-12-03 17:26:46,1,是,282323000000.0,2026-01-21 13:07:06,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (5),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,2072,274761000000.0,我的意思是超级跳投,14142920.0,所以买电摩或者二手车,2025-09-01 10:08:44,0,否,,2026-01-21 12:59:45,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,2861,173438000000.0,万一小蘑菇,479860121.0,那个杂种定的新国标,2023-07-06 07:35:23,0,否,,2026-01-21 12:15:00,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,798,246503000000.0,湛蓝Q,157807815.0,真就是买保险呗,2024-11-07 13:50:34,0,否,,2026-01-21 12:35:34,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,203,282487000000.0,WU神经兮兮,151510189.0,"最重点是不实用。
买来干嘛",2025-12-05 12:35:28,5,否,,2026-01-21 12:48:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,779,273844000000.0,鸢尾花要画画,37598473.0,我骑了3000公里以上的电动车，大多数骑电动车的普遍交通安全意识淡薄，逆行、闯红灯、连续变道不观察、跟行人机动车抢道等违章行为是导致事故的根本原因。既然参与交通了，就得把交通安全意识放在第一位，不然不管驾驶什么交通工具，出来都是祸害自己祸害别人。,2025-09-06 07:47:21,0,是,274748000000.0,2026-01-21 12:55:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,2524,263712000000.0,胡椒的寰宇之旅,492771149.0,确实是这样的，深圳还能48伏，上海最高不能超过25码,2025-05-25 11:00:40,0,否,,2026-01-21 12:23:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,1615,246133000000.0,一群科技红孩儿,394833960.0,买个轮椅吧,2024-11-06 14:17:28,0,否,,2026-01-21 12:38:44,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,1364,128179000000.0,嚯哈哈番薯,341452512.0,那不然汽车限购得了,2022-08-31 08:59:29,1,否,,2026-01-21 12:11:24,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,3742,273197000000.0,小明小明zz,688189879.0,断电摔了算谁的？,2025-08-30 07:29:56,0,否,,2026-01-21 13:06:16,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,1141,246408000000.0,恩公可否府上留,11585534.0,电动助力车：嗨嗨,2024-11-06 10:44:54,0,否,,2026-01-21 12:36:51,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1359,246365000000.0,bili_1284700378,1284700378.0,回复 @双面人邓布利多 :说的是电动自行车其实现实就是电动车，你才是猪,2024-11-09 13:22:20,0,是,246242000000.0,2026-01-21 12:37:42,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,879,117396000000.0,云飞ゾ,382545613.0,都是生意,2022-06-19 10:01:35,2,否,,2026-01-21 12:09:41,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,1792,263814000000.0,腐骨懿霖,37201722.0,鯋蓖,2025-05-26 13:14:37,0,否,,2026-01-21 12:21:18,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,2694,183311000000.0,紧急集合湖,609207751.0,我们这边都上牌了，电动车绿牌，超标的白牌，摩托车电摩蓝牌。有什么难的，我们十八线小城市都分的清清楚楚了。,2023-08-27 23:11:19,0,否,,2026-01-21 12:14:24,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1388,246223000000.0,wtyWuLibili,99217857.0,"加北斗不是防偷，追回是需要成本的

但是加了北斗之后，在某一路段，随便找个人坐在办公室里看坐标检测，一旦超速直接查牌照，一下就找到，25公里以上的了

这就跟手机里装防诈app差不多",2024-11-07 17:53:55,0,否,,2026-01-21 12:37:53,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,2675,263698000000.0,俗人永动机,415614908.0,我这边的48伏租电去一个半山腰的酒店取餐上去说句严重的要用脚蹬[笑哭]爬到一大半后只有8-10公里的速度,2025-05-25 06:45:35,0,否,,2026-01-21 12:24:33,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2646,234676000000.0,天童开工,3493280000000000.0,自行车能跑25公里/小时？,2024-07-30 23:03:53,0,否,,2026-01-21 12:14:14,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1691,246125000000.0,最烦取名字这件事了,1893900384.0,骑车还要戴头盔呢，有几个戴的,2024-11-06 12:18:27,0,否,,2026-01-21 12:39:01,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,1671,246126000000.0,烈斧白茶,379632579.0,我觉得挺好,2024-11-06 12:38:29,0,否,,2026-01-21 12:38:54,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,1.0,蔡欣颖
蔡欣颖,148,273389000000.0,Mike_____,331385268.0,魔都已经试点抓拍了哦[doge][doge][doge],2025-08-31 22:35:54,3,是,274691000000.0,2026-01-21 12:54:14,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,760,273260000000.0,BoOn44,2925458.0,"电自是所有人都能骑，25是应该的没错

有更高需求的该去考电摩证

问题来了，它 不开放电摩这条路",2025-08-30 19:04:21,2,是,273260000000.0,2026-01-21 12:55:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,1208,149745000000.0,bbdh55,433653098.0,解决交通问题，最好的措施是，科技升级。不是科技降级,2023-01-29 21:35:35,1,否,,2026-01-21 12:10:48,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,1243,274048000000.0,wjnfjcjdkbfbbb,111815751.0,上次是强制交社保的扩大化舆论。也没见强制啊。,2025-09-08 08:51:58,1,否,,2026-01-21 12:56:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,2016,116881000000.0,自在蜗蜗,1849621258.0,叫你买车,2022-06-15 06:57:37,1,否,,2026-01-21 12:12:42,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,2321,115858000000.0,尤同学很专注,1489304330.0,有道理[呲牙],2022-06-07 06:47:50,0,是,115772000000.0,2026-01-21 12:13:23,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,761,126858000000.0,尤同学很专注,1489304330.0,回复 @蓝色的风1978 :同意,2022-08-22 14:24:09,2,是,126691000000.0,2026-01-21 12:09:31,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,674,275430000000.0,高级山丘,259499515.0,那平台不管哈哈哈,2025-09-08 11:12:54,0,是,275426000000.0,2026-01-21 12:55:00,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,3322,273395000000.0,钰潜,452311881.0,我骑公路车，随便一蹬就能上30，群里面大佬30公里能均速40,2025-08-31 23:34:31,0,否,,2026-01-21 13:04:38,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,3984,262712000000.0,卡皮巴啦不拉多,3461580000000000.0,老实啥，就算你回答48的，人家一样照例要看一下！人家工作程序就是先例行询问在查看,2025-05-25 10:58:18,0,是,262700000000.0,2026-01-21 12:29:20,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,681,151023000000.0,小山楂2022,2020221711.0,电动车限速40公里时速还行，主要是为了安全驾驶。25公里就太离谱了，砖家到底是吃什么长大的，没骑过电动车凭啥出台电动车限速政策。就像这种关乎民生和警察执法的新规，得大范围征集广大电动车使用群众和现场执法的交通警察的意见。砖家不是万能的，别啥时候都凭砖家一张嘴胡说八道就制定各种脱离实际脱离群众的政策,2023-02-06 00:13:27,2,否,,2026-01-21 12:09:16,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,2718,263738000000.0,菊花再下,397593420.0,回复 @那树树树 :信球货。,2025-05-25 16:14:32,0,是,263685000000.0,2026-01-21 12:24:44,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,146,284387000000.0,LilRoach,435782538.0,我这小黑都知道骑电车要戴头盔，这没毛病啊,2025-12-05 03:02:56,5,是,284385000000.0,2026-01-21 12:46:32,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (6),2026-01-21 14:24:37,1.0,蔡欣颖
蔡欣颖,305,284402000000.0,苏联-自解体,3546580000000000.0,哪里安全，保护措施一点也没有？,2025-12-05 10:25:19,0,是,282467000000.0,2026-01-21 12:48:49,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,3.0,蔡欣颖
蔡欣颖,708,284408000000.0,-神的口袋-,15977541.0,取消电动自行车说法，全部都算摩托，电动能带人的上黄牌，不能带人的上蓝牌，适当修改禁摩政策才是下策，现在这个上策我认为是贾诩研究的,2025-12-05 11:35:43,0,否,,2026-01-21 12:50:16,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,2431,263724000000.0,゚゚゚゚゚゚゚゚语珩,1981030927.0,这锂换电,2025-05-25 13:15:45,0,否,,2026-01-21 12:23:36,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,157,268967000000.0,大栗子雪糕,34014597.0,建议不要没事找事，费力不讨好的事少干,2025-07-26 20:13:04,26,是,270166000000.0,2026-01-21 12:52:02,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (11),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,3260,273414000000.0,CaptainCutter,2110732980.0,就是要限速啊，饿死？你卷到最后就不会饿死了？逼平台反内卷才是硬道理,2025-09-01 08:47:50,0,否,,2026-01-21 13:04:23,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,18,284176000000.0,竹汗青,450096947.0,没有后视镜太逆天了，,2025-12-02 22:27:02,86,是,282214000000.0,2026-01-21 12:43:29,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,181,282486000000.0,毕达哥拉斯学派,630429577.0,[大笑],2025-12-05 12:30:37,27,否,,2026-01-21 12:46:37,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (6),2026-01-21 14:24:37,0.0,蔡欣颖
